AvgTicketPrice,Cancelled,Dest,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather,DistanceKilometers,DistanceMiles,FlightDelay,FlightDelayMin,FlightDelayType,FlightNum,FlightTimeHour,FlightTimeMin,Origin,OriginAirportID,OriginCityName,OriginCountry,OriginLocation,OriginRegion,OriginWeather,dayOfWeek,hour_of_day
$652.32 ,FALSE,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA,"{
  ""lat"": ""45.32249832"",
  ""lon"": ""-75.66919708""
}",CA-ON,Cloudy,"10,571.05","6,568.55",FALSE,0,No Delay,KN1SH0B,9.788012685,587.281,Incheon International Airport,ICN,Seoul,KR,"{
  ""lat"": ""37.46910095"",
  ""lon"": ""126.4509964""
}",SE-BD,Sunny,5,7
"$1,037.23 ",FALSE,San Francisco International Airport,SFO,San Francisco,US,"{
  ""lat"": ""37.61899948"",
  ""lon"": ""-122.375""
}",US-CA,Rain,"8,204.31","5,097.92",FALSE,0,No Delay,H014GS8,6.511354228,390.681,Dublin Airport,DUB,Dublin,IE,"{
  ""lat"": ""53.42129898"",
  ""lon"": ""-6.270070076""
}",IE-D,Clear,5,7
$782.95 ,FALSE,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,"{
  ""lat"": ""49.90999985"",
  ""lon"": ""-97.23989868""
}",CA-MB,Clear,"7,379.45","4,585.38",FALSE,0,No Delay,NC6B300,5.856704778,351.402,Verona Villafranca Airport,VR10,Verona,IT,"{
  ""lat"": ""45.395699"",
  ""lon"": ""10.8885""
}",IT-34,Rain,5,7
$917.65 ,FALSE,Sheremetyevo International Airport,SVO,Moscow,RU,"{
  ""lat"": ""55.972599"",
  ""lon"": ""37.4146""
}",RU-MOS,Thunder & Lightning,"2,541.87","1,579.44",TRUE,360,Carrier Delay,APKKF69,9.026030073,541.562,Manchester Airport,MAN,Manchester,GB,"{
  ""lat"": ""53.35369873"",
  ""lon"": ""-2.274950027""
}",GB-ENG,Damaging Wind,5,7
$547.84 ,FALSE,Olenya Air Base,XLMO,Olenegorsk,RU,"{
  ""lat"": ""68.15180206"",
  ""lon"": ""33.46390152""
}",RU-MUR,Hail,"6,962.97","4,326.59",TRUE,150,Weather Delay,DRQMZMR,9.326436646,559.586,Kansai International Airport,KIX,Osaka,JP,"{
  ""lat"": ""34.4272995"",
  ""lon"": ""135.2440033""
}",SE-BD,Damaging Wind,5,7
$802.48 ,FALSE,Luis Munoz Marin International Airport,SJU,San Juan,PR,"{
  ""lat"": ""18.43939972"",
  ""lon"": ""-66.00180054""
}",PR-U-A,Cloudy,"6,749.84","4,194.16",FALSE,0,No Delay,GZGY5XF,7.499826578,449.99,London Gatwick Airport,LGW,London,GB,"{
  ""lat"": ""51.14810181"",
  ""lon"": ""-0.190277994""
}",GB-ENG,Cloudy,5,7
$835.63 ,FALSE,Turin Airport,TO11,Torino,IT,"{
  ""lat"": ""45.200802"",
  ""lon"": ""7.64963""
}",IT-21,Damaging Wind,"7,629.68","4,740.87",FALSE,0,No Delay,8VHWP0T,7.480080292,448.805,St Louis Lambert International Airport,STL,St Louis,US,"{
  ""lat"": ""38.748697"",
  ""lon"": ""-90.370003""
}",US-MO,Damaging Wind,5,7
$928.48 ,TRUE,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,"{
  ""lat"": ""19.4363"",
  ""lon"": ""-99.072098""
}",MX-DIF,Heavy Fog,"9,435.60","5,863.01",FALSE,0,No Delay,ZCE3JHF,9.250583012,555.035,Cologne Bonn Airport,CGN,Cologne,DE,"{
  ""lat"": ""50.86589813"",
  ""lon"": ""7.142739773""
}",DE-NW,Clear,5,7
$865.48 ,FALSE,Falcone Borsellino Airport,PA03,Palermo,IT,"{
  ""lat"": ""38.175999"",
  ""lon"": ""13.091""
}",IT-82,Rain,"15,197.01","9,442.98",FALSE,0,No Delay,6U3RJ94,13.33070744,799.842,Adelaide International Airport,ADL,Adelaide,AU,"{
  ""lat"": ""-34.945"",
  ""lon"": ""138.531006""
}",SE-BD,Rain,5,7
$783.03 ,FALSE,Shanghai Hongqiao International Airport,SHA,Shanghai,CN,"{
  ""lat"": ""31.19790077"",
  ""lon"": ""121.3359985""
}",SE-BD,Thunder & Lightning,"8,764.56","5,446.05",TRUE,315,Late Aircraft Delay,XNGVI4W,12.20600145,732.36,Munich Airport,MUC,Munich,DE,"{
  ""lat"": ""48.353802"",
  ""lon"": ""11.7861""
}",DE-BY,Thunder & Lightning,5,7
$513.97 ,FALSE,San Diego International Airport,SAN,San Diego,US,"{
  ""lat"": ""32.73360062"",
  ""lon"": ""-117.1900024""
}",US-CA,Rain,"9,399.72","5,840.71",FALSE,0,No Delay,GVD8IM0,9.215409587,552.925,Frankfurt am Main Airport,FRA,Frankfurt am Main,DE,"{
  ""lat"": ""50.033333"",
  ""lon"": ""8.570556""
}",DE-HE,Damaging Wind,5,7
"$1,075.39 ",FALSE,Milano Linate Airport,MI11,Milan,IT,"{
  ""lat"": ""45.445099"",
  ""lon"": ""9.27674""
}",IT-25,Rain,"7,433.12","4,618.73",TRUE,315,NAS Delay,KWEGV9W,11.77028324,706.217,Luis Munoz Marin International Airport,SJU,San Juan,PR,"{
  ""lat"": ""18.43939972"",
  ""lon"": ""-66.00180054""
}",PR-U-A,Rain,5,6
"$1,185.97 ",FALSE,Zurich Airport,ZRH,Zurich,CH,"{
  ""lat"": ""47.464699"",
  ""lon"": ""8.54917""
}",CH-ZH,Clear,"9,018.51","5,603.84",FALSE,0,No Delay,VJTV73Z,7.515421948,450.925,Shanghai Hongqiao International Airport,SHA,Shanghai,CN,"{
  ""lat"": ""31.19790077"",
  ""lon"": ""121.3359985""
}",SE-BD,Clear,5,6
$691.52 ,FALSE,Tokyo Haneda International Airport,HND,Tokyo,JP,"{
  ""lat"": ""35.552299"",
  ""lon"": ""139.779999""
}",SE-BD,Heavy Fog,"8,957.50","5,565.93",FALSE,0,No Delay,N4SDMKW,10.66369048,639.821,Berlin-Tegel Airport,TXL,Berlin,DE,"{
  ""lat"": ""52.5597"",
  ""lon"": ""13.2877""
}",DE-BE,Cloudy,5,6
$695.64 ,FALSE,Dubai International Airport,DXB,Dubai,AE,"{
  ""lat"": ""25.25279999"",
  ""lon"": ""55.36439896""
}",SE-BD,Cloudy,"7,619.77","4,734.70",TRUE,60,Late Aircraft Delay,7SHC4Z0,10.07114892,604.269,Cape Town International Airport,CPT,Cape Town,ZA,"{
  ""lat"": ""-33.96480179"",
  ""lon"": ""18.60169983""
}",SE-BD,Sunny,5,6
$599.86 ,FALSE,Montreal / Pierre Elliott Trudeau International Airport,YUL,Montreal,CA,"{
  ""lat"": ""45.47060013"",
  ""lon"": ""-73.74079895""
}",CA-QC,Cloudy,"6,602.08","4,102.34",FALSE,0,No Delay,LQ4DQVJ,6.472628198,388.358,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,IT,"{
  ""lat"": ""41.8002778"",
  ""lon"": ""12.2388889""
}",SE-BD,Thunder & Lightning,5,6
$960.18 ,FALSE,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA,"{
  ""lat"": ""45.32249832"",
  ""lon"": ""-75.66919708""
}",CA-ON,Sunny,"6,689.01","4,156.36",TRUE,255,Carrier Delay,HII53JA,12.82565608,769.539,Cagliari Elmas Airport,CA07,Cagliari,IT,"{
  ""lat"": ""39.251499"",
  ""lon"": ""9.05428""
}",IT-88,Hail,5,6
$973.20 ,TRUE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Damaging Wind,"18,861.02","11,719.69",FALSE,0,No Delay,S3QYVNX,22.45359506,"1,347.22",Ministro Pistarini International Airport,EZE,Buenos Aires,AR,"{
  ""lat"": ""-34.8222"",
  ""lon"": ""-58.5358""
}",AR-B,Cloudy,5,6
$340.58 ,FALSE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Cloudy,0,0,FALSE,0,No Delay,YNY878U,0,0,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Sunny,5,6
$277.91 ,FALSE,Shanghai Pudong International Airport,PVG,Shanghai,CN,"{
  ""lat"": ""31.14340019"",
  ""lon"": ""121.8050003""
}",SE-BD,Cloudy,"1,707.29","1,060.86",FALSE,0,No Delay,88013P6,1.497621108,89.857,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,"{
  ""lat"": ""30.57850075"",
  ""lon"": ""103.9469986""
}",SE-BD,Sunny,5,6
$634.08 ,FALSE,King Shaka International Airport,DUR,Durban,ZA,"{
  ""lat"": ""-29.61444444"",
  ""lon"": ""31.11972222""
}",SE-BD,Thunder & Lightning,"11,748.25","7,300.03",FALSE,0,No Delay,WM99WL1,13.98601305,839.161,El Dorado International Airport,BOG,Bogota,CO,"{
  ""lat"": ""4.70159"",
  ""lon"": ""-74.1469""
}",CO-CUN,Thunder & Lightning,5,6
"$1,181.42 ",FALSE,Mariscal Sucre International Airport,UIO,Quito,EC,"{
  ""lat"": ""-0.129166667"",
  ""lon"": ""-78.3575""
}",EC-P,Sunny,"14,331.02","8,904.88",TRUE,45,Carrier Delay,8L18ARF,12.12382701,727.43,Dubai International Airport,DXB,Dubai,AE,"{
  ""lat"": ""25.25279999"",
  ""lon"": ""55.36439896""
}",SE-BD,Clear,5,5
$870.28 ,FALSE,Munich Airport,MUC,Munich,DE,"{
  ""lat"": ""48.353802"",
  ""lon"": ""11.7861""
}",DE-BY,Clear,381.717,237.188,FALSE,0,No Delay,MHGXZZ8,0.3180975,19.086,Malpensa International Airport,MI12,Milan,IT,"{
  ""lat"": ""45.6306"",
  ""lon"": ""8.72811""
}",IT-25,Cloudy,5,5
"$1,029.30 ",FALSE,Kansai International Airport,KIX,Osaka,JP,"{
  ""lat"": ""34.4272995"",
  ""lon"": ""135.2440033""
}",SE-BD,Cloudy,"7,628.27","4,739.99",FALSE,0,No Delay,LR893SU,6.691462393,401.488,Al Maktoum International Airport,DWC,Jebel Ali,AE,"{
  ""lat"": ""24.896356"",
  ""lon"": ""55.161389""
}",SE-BD,Cloudy,5,5
$915.06 ,FALSE,Il Caravaggio International Airport,BG01,Bergamo,IT,"{
  ""lat"": ""45.673901"",
  ""lon"": ""9.70417""
}",IT-25,Clear,"8,851.50","5,500.07",FALSE,0,No Delay,HL70QS6,8.195837075,491.75,Gimpo International Airport,GMP,Seoul,KR,"{
  ""lat"": ""37.5583"",
  ""lon"": ""126.791""
}",SE-BD,Rain,5,5
$561.97 ,FALSE,Sheremetyevo International Airport,SVO,Moscow,RU,"{
  ""lat"": ""55.972599"",
  ""lon"": ""37.4146""
}",RU-MOS,Cloudy,"7,761.56","4,822.81",FALSE,0,No Delay,ATWVHCT,11.75993937,705.596,Austin Straubel International Airport,GRB,Green Bay,US,"{
  ""lat"": ""44.48509979"",
  ""lon"": ""-88.12960052""
}",US-WI,Rain,5,5
$677.96 ,FALSE,Tokyo Haneda International Airport,HND,Tokyo,JP,"{
  ""lat"": ""35.552299"",
  ""lon"": ""139.779999""
}",SE-BD,Hail,"9,336.57","5,801.47",TRUE,30,Weather Delay,9JJSUMZ,10.87396081,652.438,Phoenix Sky Harbor International Airport,PHX,Phoenix,US,"{
  ""lat"": ""33.43429947"",
  ""lon"": ""-112.012001""
}",US-AZ,Heavy Fog,5,5
$815.19 ,FALSE,Milano Linate Airport,MI11,Milan,IT,"{
  ""lat"": ""45.445099"",
  ""lon"": ""9.27674""
}",IT-25,Cloudy,"8,881.78","5,518.88",TRUE,180,Weather Delay,IFHG88Z,10.79103171,647.462,Incheon International Airport,ICN,Seoul,KR,"{
  ""lat"": ""37.46910095"",
  ""lon"": ""126.4509964""
}",SE-BD,Cloudy,5,5
"$1,170.54 ",FALSE,Jorge Chavez International Airport,LIM,Lima,PE,"{
  ""lat"": ""-12.0219"",
  ""lon"": ""-77.114304""
}",SE-BD,Clear,"15,879.83","9,867.27",TRUE,45,Late Aircraft Delay,RWH362V,14.67967693,880.781,Itami Airport,ITM,Osaka,JP,"{
  ""lat"": ""34.78549957"",
  ""lon"": ""135.4380035""
}",SE-BD,Cloudy,5,5
$792.09 ,TRUE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Heavy Fog,"11,401.48","7,084.55",TRUE,195,NAS Delay,KFJG3GG,15.12654399,907.593,Syracuse Hancock International Airport,SYR,Syracuse,US,"{
  ""lat"": ""43.11119843"",
  ""lon"": ""-76.10630035""
}",US-NY,Cloudy,5,4
$922.02 ,FALSE,Sheremetyevo International Airport,SVO,Moscow,RU,"{
  ""lat"": ""55.972599"",
  ""lon"": ""37.4146""
}",RU-MOS,Heavy Fog,"1,609.68","1,000.21",TRUE,180,Late Aircraft Delay,V8Z10LB,4.277521628,256.651,Oslo Gardermoen Airport,OSL,Oslo,NO,"{
  ""lat"": ""60.19390106"",
  ""lon"": ""11.10039997""
}",NO-02,Sunny,5,4
$897.46 ,FALSE,Ministro Pistarini International Airport,EZE,Buenos Aires,AR,"{
  ""lat"": ""-34.8222"",
  ""lon"": ""-58.5358""
}",SE-BD,Cloudy,"12,242.64","7,607.23",TRUE,105,Late Aircraft Delay,EE8DRC4,13.08578128,785.147,Ataturk International Airport,IST,Istanbul,TR,"{
  ""lat"": ""40.97689819"",
  ""lon"": ""28.81459999""
}",TR-34,Cloudy,5,4
$820.74 ,FALSE,St Louis Lambert International Airport,STL,St Louis,US,"{
  ""lat"": ""38.748697"",
  ""lon"": ""-90.370003""
}",US-MO,Cloudy,"7,732.64","4,804.84",FALSE,0,No Delay,1AHKSRA,6.137013695,368.221,Il Caravaggio International Airport,BG01,Bergamo,IT,"{
  ""lat"": ""45.673901"",
  ""lon"": ""9.70417""
}",IT-25,Rain,5,4
$763.56 ,FALSE,London Gatwick Airport,LGW,London,GB,"{
  ""lat"": ""51.14810181"",
  ""lon"": ""-0.190277994""
}",GB-ENG,Cloudy,"1,505.78",935.65,TRUE,300,Carrier Delay,I1SYT93,6.254819317,375.289,Cagliari Elmas Airport,CA07,Cagliari,IT,"{
  ""lat"": ""39.251499"",
  ""lon"": ""9.05428""
}",IT-88,Cloudy,5,4
"$1,053.30 ",TRUE,Stockholm-Arlanda Airport,ARN,Stockholm,SE,"{
  ""lat"": ""59.65190125"",
  ""lon"": ""17.91860008""
}",SE-AB,Sunny,"2,210.78","1,373.71",FALSE,0,No Delay,RDXM2VY,2.047017098,122.821,Ataturk International Airport,IST,Istanbul,TR,"{
  ""lat"": ""40.97689819"",
  ""lon"": ""28.81459999""
}",TR-34,Hail,5,4
"$1,107.38 ",FALSE,Il Caravaggio International Airport,BG01,Bergamo,IT,"{
  ""lat"": ""45.673901"",
  ""lon"": ""9.70417""
}",IT-25,Sunny,"11,913.33","7,402.60",TRUE,195,Carrier Delay,NBOA4X7,14.92973934,895.784,Comodoro Arturo Merino Benitez International Airport,SCL,Santiago,CL,"{
  ""lat"": ""-33.39300156"",
  ""lon"": ""-70.78579712""
}",SE-BD,Thunder & Lightning,5,4
$594.99 ,FALSE,Kempegowda International Airport,BLR,Bangalore,IN,"{
  ""lat"": ""13.1979"",
  ""lon"": ""77.706299""
}",SE-BD,Cloudy,"12,557.27","7,802.73",TRUE,345,Late Aircraft Delay,GJTJ47T,17.37710487,"1,042.63",Edmonton International Airport,CYEG,Edmonton,CA,"{
  ""lat"": ""53.30970001"",
  ""lon"": ""-113.5800018""
}",CA-AB,Thunder & Lightning,5,4
"$1,171.50 ",FALSE,Jorge Chavez International Airport,LIM,Lima,PE,"{
  ""lat"": ""-12.0219"",
  ""lon"": ""-77.114304""
}",SE-BD,Rain,"11,086.56","6,888.87",FALSE,0,No Delay,5PO0PAE,9.23880181,554.328,Berlin-Tegel Airport,TXL,Berlin,DE,"{
  ""lat"": ""52.5597"",
  ""lon"": ""13.2877""
}",DE-BE,Hail,5,4
"$1,081.26 ",FALSE,Milano Linate Airport,MI11,Milan,IT,"{
  ""lat"": ""45.445099"",
  ""lon"": ""9.27674""
}",IT-25,Cloudy,"9,839.45","6,113.95",TRUE,270,Carrier Delay,JGGZAS1,13.61059869,816.636,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,"{
  ""lat"": ""19.4363"",
  ""lon"": ""-99.072098""
}",MX-DIF,Rain,5,4
$363.27 ,FALSE,Tampa International Airport,TPA,Tampa,US,"{
  ""lat"": ""27.97550011"",
  ""lon"": ""-82.53320313""
}",US-FL,Rain,"3,648.63","2,267.15",FALSE,0,No Delay,8EU0LQG,3.800652771,228.039,Reno Tahoe International Airport,RNO,Reno,US,"{
  ""lat"": ""39.49909973"",
  ""lon"": ""-119.7679977""
}",US-NV,Cloudy,5,4
"$1,151.94 ",FALSE,Treviso-Sant'Angelo Airport,TV01,Treviso,IT,"{
  ""lat"": ""45.648399"",
  ""lon"": ""12.1944""
}",IT-34,Cloudy,557.768,346.581,FALSE,0,No Delay,BWLV215,0.619742061,37.185,Frankfurt am Main Airport,FRA,Frankfurt am Main,DE,"{
  ""lat"": ""50.033333"",
  ""lon"": ""8.570556""
}",DE-HE,Thunder & Lightning,5,4
$667.35 ,FALSE,Indira Gandhi International Airport,DEL,New Delhi,IN,"{
  ""lat"": ""28.5665"",
  ""lon"": ""77.103104""
}",SE-BD,Sunny,"5,619.73","3,491.94",FALSE,0,No Delay,YHA9IDT,5.853886491,351.233,Chubu Centrair International Airport,NGO,Tokoname,JP,"{
  ""lat"": ""34.85839844"",
  ""lon"": ""136.8049927""
}",SE-BD,Clear,5,4
"$1,084.34 ",FALSE,Guangzhou Baiyun International Airport,CAN,Guangzhou,CN,"{
  ""lat"": ""23.39240074"",
  ""lon"": ""113.2990036""
}",SE-BD,Thunder & Lightning,"5,837.05","3,626.97",FALSE,0,No Delay,TRUDCX7,6.485609433,389.137,Dubai International Airport,DXB,Dubai,AE,"{
  ""lat"": ""25.25279999"",
  ""lon"": ""55.36439896""
}",SE-BD,Clear,5,4
"$1,123.36 ",FALSE,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,"{
  ""lat"": ""49.90999985"",
  ""lon"": ""-97.23989868""
}",CA-MB,Thunder & Lightning,"7,436.24","4,620.66",TRUE,30,Carrier Delay,HJ43LGN,11.76702363,706.021,Vienna International Airport,VIE,Vienna,AT,"{
  ""lat"": ""48.11029816"",
  ""lon"": ""16.56970024""
}",AT-9,Rain,5,3
$358.13 ,FALSE,Cape Town International Airport,CPT,Cape Town,ZA,"{
  ""lat"": ""-33.96480179"",
  ""lon"": ""18.60169983""
}",SE-BD,Clear,0,0,FALSE,0,No Delay,UKSGQ07,0,0,Cape Town International Airport,CPT,Cape Town,ZA,"{
  ""lat"": ""-33.96480179"",
  ""lon"": ""18.60169983""
}",SE-BD,Cloudy,5,3
$719.12 ,FALSE,Kansai International Airport,KIX,Osaka,JP,"{
  ""lat"": ""34.4272995"",
  ""lon"": ""135.2440033""
}",SE-BD,Clear,"9,934.71","6,173.14",FALSE,0,No Delay,KNUOG00,11.03856225,662.314,Catania-Fontanarossa Airport,CT03,Catania,IT,"{
  ""lat"": ""37.466801"",
  ""lon"": ""15.0664""
}",IT-82,Sunny,5,3
$630.18 ,FALSE,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,US,"{
  ""lat"": ""33.63669968"",
  ""lon"": ""-84.42810059""
}",US-GA,Sunny,"7,555.80","4,694.96",FALSE,0,No Delay,QLC7RZ8,10.49416972,629.65,Comodoro Arturo Merino Benitez International Airport,SCL,Santiago,CL,"{
  ""lat"": ""-33.39300156"",
  ""lon"": ""-70.78579712""
}",SE-BD,Cloudy,5,3
$970.55 ,TRUE,Sheremetyevo International Airport,SVO,Moscow,RU,"{
  ""lat"": ""55.972599"",
  ""lon"": ""37.4146""
}",RU-MOS,Rain,"6,865.20","4,265.84",FALSE,0,No Delay,I21FK2L,5.448574637,326.914,Shanghai Pudong International Airport,PVG,Shanghai,CN,"{
  ""lat"": ""31.14340019"",
  ""lon"": ""121.8050003""
}",SE-BD,Damaging Wind,5,3
$946.14 ,FALSE,Helsinki Vantaa Airport,HEL,Helsinki,FI,"{
  ""lat"": ""60.31719971"",
  ""lon"": ""24.9633007""
}",FI-ES,Thunder & Lightning,"1,530.21",950.826,FALSE,0,No Delay,9LVFN1I,1.416856824,85.011,Cologne Bonn Airport,CGN,Cologne,DE,"{
  ""lat"": ""50.86589813"",
  ""lon"": ""7.142739773""
}",DE-NW,Hail,5,3
$873.26 ,FALSE,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,"{
  ""lat"": ""49.90999985"",
  ""lon"": ""-97.23989868""
}",CA-MB,Cloudy,"1,981.14","1,231.02",FALSE,0,No Delay,YBTGR7A,1.650946682,99.057,Washington Dulles International Airport,IAD,Washington,US,"{
  ""lat"": ""38.94449997"",
  ""lon"": ""-77.45580292""
}",US-DC,Rain,5,2
$738.22 ,FALSE,Tokyo Haneda International Airport,HND,Tokyo,JP,"{
  ""lat"": ""35.552299"",
  ""lon"": ""139.779999""
}",SE-BD,Hail,"9,002.12","5,593.66",FALSE,0,No Delay,77ILHGU,7.501764516,450.106,San Diego International Airport,SAN,San Diego,US,"{
  ""lat"": ""32.73360062"",
  ""lon"": ""-117.1900024""
}",US-CA,Cloudy,5,2
$856.89 ,TRUE,Mariscal Sucre International Airport,UIO,Quito,EC,"{
  ""lat"": ""-0.129166667"",
  ""lon"": ""-78.3575""
}",EC-P,Damaging Wind,"4,853.89","3,016.07",FALSE,0,No Delay,Q7KP2LX,5.778444799,346.707,Lester B. Pearson International Airport,YYZ,Toronto,CA,"{
  ""lat"": ""43.67720032"",
  ""lon"": ""-79.63059998""
}",CA-ON,Damaging Wind,5,2
"$1,064.80 ",FALSE,Verona Villafranca Airport,VR10,Verona,IT,"{
  ""lat"": ""45.395699"",
  ""lon"": ""10.8885""
}",IT-34,Thunder & Lightning,"9,525.30","5,918.75",TRUE,45,Carrier Delay,8F78911,8.687747162,521.265,Itami Airport,ITM,Osaka,JP,"{
  ""lat"": ""34.78549957"",
  ""lon"": ""135.4380035""
}",SE-BD,Cloudy,5,2
$903.69 ,FALSE,Sheremetyevo International Airport,SVO,Moscow,RU,"{
  ""lat"": ""55.972599"",
  ""lon"": ""37.4146""
}",RU-MOS,Rain,"6,971.21","4,331.71",FALSE,0,No Delay,MY6KJ31,6.115100409,366.906,New Chitose Airport,CTS,Chitose / Tomakomai,JP,"{
  ""lat"": ""42.77519989"",
  ""lon"": ""141.6920013""
}",SE-BD,Clear,5,2
"$1,098.71 ",FALSE,Scott AFB/Midamerica Airport,BLV,Belleville,US,"{
  ""lat"": ""38.5452"",
  ""lon"": ""-89.835197""
}",US-IL,Sunny,"7,674.69","4,768.83",FALSE,0,No Delay,EWOOQG4,9.839347654,590.361,Munich Airport,MUC,Munich,DE,"{
  ""lat"": ""48.353802"",
  ""lon"": ""11.7861""
}",DE-BY,Rain,5,2
"$1,112.58 ",FALSE,Venice Marco Polo Airport,VE05,Venice,IT,"{
  ""lat"": ""45.505299"",
  ""lon"": ""12.3519""
}",IT-34,Rain,"8,532.65","5,301.94",FALSE,0,No Delay,CUDNYCS,7.110539701,426.632,King Shaka International Airport,DUR,Durban,ZA,"{
  ""lat"": ""-29.61444444"",
  ""lon"": ""31.11972222""
}",SE-BD,Rain,5,2
$967.22 ,FALSE,Vienna International Airport,VIE,Vienna,AT,"{
  ""lat"": ""48.11029816"",
  ""lon"": ""16.56970024""
}",AT-9,Cloudy,568.348,353.155,FALSE,0,No Delay,LDY2AQ0,0.473623641,28.417,Bologna Guglielmo Marconi Airport,BO08,Bologna,IT,"{
  ""lat"": ""44.5354"",
  ""lon"": ""11.2887""
}",IT-45,Heavy Fog,5,2
$850.09 ,FALSE,Ciampino___G. B. Pastine International Airport,RM12,Rome,IT,"{
  ""lat"": ""41.7994"",
  ""lon"": ""12.5949""
}",IT-62,Clear,"1,357.66",843.611,FALSE,0,No Delay,5DIAQ0V,2.057060428,123.424,Ataturk International Airport,IST,Istanbul,TR,"{
  ""lat"": ""40.97689819"",
  ""lon"": ""28.81459999""
}",TR-34,Rain,5,2
"$1,151.38 ",FALSE,Venice Marco Polo Airport,VE05,Venice,IT,"{
  ""lat"": ""45.505299"",
  ""lon"": ""12.3519""
}",IT-34,Sunny,"8,391.62","5,214.31",FALSE,0,No Delay,B10HTDE,11.65502206,699.301,Jackson-Medgar Wiley Evers International Airport,JAN,Jackson,US,"{
  ""lat"": ""32.31119919"",
  ""lon"": ""-90.07589722""
}",US-MS,Rain,5,2
$203.27 ,FALSE,Rajiv Gandhi International Airport,HYD,Hyderabad,IN,"{
  ""lat"": ""17.23131752"",
  ""lon"": ""78.42985535""
}",SE-BD,Rain,453.019,281.493,FALSE,0,No Delay,4KIHHPR,0.6863928,41.184,Kempegowda International Airport,BLR,Bangalore,IN,"{
  ""lat"": ""13.1979"",
  ""lon"": ""77.706299""
}",SE-BD,Sunny,5,2
$696.68 ,FALSE,London Heathrow Airport,LHR,London,GB,"{
  ""lat"": ""51.4706"",
  ""lon"": ""-0.461941""
}",GB-ENG,Thunder & Lightning,"6,744.12","4,190.60",FALSE,0,No Delay,B6JKE1O,6.611879568,396.713,Indira Gandhi International Airport,DEL,New Delhi,IN,"{
  ""lat"": ""28.5665"",
  ""lon"": ""77.103104""
}",SE-BD,Cloudy,5,2
$682.83 ,FALSE,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,"{
  ""lat"": ""49.90999985"",
  ""lon"": ""-97.23989868""
}",CA-MB,Heavy Fog,"7,286.13","4,527.39",FALSE,0,No Delay,YX6055R,7.143264782,428.596,Warsaw Chopin Airport,WAW,Warsaw,PL,"{
  ""lat"": ""52.16569901"",
  ""lon"": ""20.96710014""
}",PL-MZ,Clear,5,2
$704.40 ,FALSE,Jeju International Airport,CJU,Jeju City,KR,"{
  ""lat"": ""33.51129913"",
  ""lon"": ""126.4929962""
}",SE-BD,Clear,"9,512.16","5,910.58",FALSE,0,No Delay,6UDK25C,8.344001389,500.64,Falcone Borsellino Airport,PA03,Palermo,IT,"{
  ""lat"": ""38.175999"",
  ""lon"": ""13.091""
}",IT-82,Cloudy,5,1
$254.77 ,FALSE,Wichita Mid Continent Airport,ICT,Wichita,US,"{
  ""lat"": ""37.64989853"",
  ""lon"": ""-97.43309784""
}",US-KS,Cloudy,"2,164.50","1,344.96",FALSE,0,No Delay,T8BF3X9,2.774994768,166.5,Bradley International Airport,BDL,Hartford,US,"{
  ""lat"": ""41.93889999"",
  ""lon"": ""-72.68319702""
}",US-CT,Clear,5,1
$904.01 ,TRUE,Vienna International Airport,VIE,Vienna,AT,"{
  ""lat"": ""48.11029816"",
  ""lon"": ""16.56970024""
}",AT-9,Rain,547.175,339.999,FALSE,0,No Delay,VMZMZW6,0.50664346,30.399,Berlin-Tegel Airport,TXL,Berlin,DE,"{
  ""lat"": ""52.5597"",
  ""lon"": ""13.2877""
}",DE-BE,Damaging Wind,5,1
$759.90 ,FALSE,Washington Dulles International Airport,IAD,Washington,US,"{
  ""lat"": ""38.94449997"",
  ""lon"": ""-77.45580292""
}",US-DC,Rain,"6,860.80","4,263.11",FALSE,0,No Delay,G8F1PDO,8.795902246,527.754,Munich Airport,MUC,Munich,DE,"{
  ""lat"": ""48.353802"",
  ""lon"": ""11.7861""
}",DE-BY,Sunny,5,1
